id	author_id	base_language	text	posted_time_in_years
13918	928	hin	where are  secular theatre artists,  secular writers, bollywood rebels, rajdeep sagarika nidhi barkha saba rana shehla shabnam hashmi john dayal ndtv nimn awards wapsi prakash raj mamata derek???  where is the freedom of expression now?	2019
13926	928	hin	who is going to voice for these hindu &amp; sindhi girls in pakistan? or we only get paid to shout humanity for rohingyas from burma, and now the fresh lot from sri lanka?    artists,  writers, bollywood che guevaras, eternally specially previlaged cry babies	2019
13925	928	hin	who is going to voice for these hindu &amp; sindhi girls in pakistan? or we only get paid to shout humanity for rohingyas from burma, and now the fresh lot from sri lanka?    artists,  writers, bollywood che guevaras, eternally specially previlaged cry babies	2019
13940	928	hin	no outrage? no placards? where are  secular theatre artists,  writers, bollywood che guevaras, the eternal 'special previlaged' cry babies,  rajdeep sagarika nidhi barkha saba rana shehla shabnam hashmi john dayal ndtv nimn awards wapsi prakash raj???   where is everyone?	2019
13949	928	hin	where are  secular theatre artists,  secular writers, bollywood che guevaras, the eternal 'special previlaged' cry babies? where's mariyam akhtar mir? rajdeep sagarika nidhi barkha saba rana shehla shabnam hashmi john dayal ndtv nimn awards wapsi prakash raj? lal salaam	2019
13955	928	hin	"where are  secular theatre artists,  secular writers, bollywood rebels, the eternal 'special previlaged' cry babies? where's mariyam akhtar ""radar"" mir? where's rajdeep sagarika nidhi barkha saba rana shehla shabnam hashmi john dayal ndtv nimn awards wapsi prakashraj???"	2019
13954	928	hin	"where are  secular theatre artists,  secular writers, bollywood rebels, the eternal 'special previlaged' cry babies? where's mariyam akhtar ""radar"" mir? where's rajdeep sagarika nidhi barkha saba rana shehla shabnam hashmi john dayal ndtv nimn awards wapsi prakashraj???"	2019
13974	928	hin	where are  secular theatre artists,  secular writers, bollywood rebels, the eternal 'special previlaged' cry babies? where's mariyam akhtar mir? where's rajdeep sagarika nidhi barkha saba rana shehla shabnam hashmi john dayal ndtv nimn awards wapsi prakash, edward'raj???	2019
13973	928	hin	where are  secular theatre artists,  secular writers, bollywood rebels, the eternal 'special previlaged' cry babies? where's mariyam akhtar mir? where's rajdeep sagarika nidhi barkha saba rana shehla shabnam hashmi john dayal ndtv nimn awards wapsi prakash, edward'raj???	2019
13972	928	hin	where are  secular theatre artists,  secular writers, bollywood rebels, the eternal 'special previlaged' cry babies? where's mariyam akhtar mir? where's rajdeep sagarika nidhi barkha saba rana shehla shabnam hashmi john dayal ndtv nimn awards wapsi prakash, edward'raj???	2019
13971	928	hin	where are  secular theatre artists,  secular writers, bollywood rebels, the eternal 'special previlaged' cry babies? where's mariyam akhtar mir? where's rajdeep sagarika nidhi barkha saba rana shehla shabnam hashmi john dayal ndtv nimn awards wapsi prakash, edward'raj???	2019
13970	928	hin	where are  secular theatre artists,  secular writers, bollywood rebels, the eternal 'special previlaged' cry babies? where's mariyam akhtar mir? where's rajdeep sagarika nidhi barkha saba rana shehla shabnam hashmi john dayal ndtv nimn awards wapsi prakash, edward'raj???	2019
14151	928	hin	thoda different hai, bjp style hai..   kamalnath rahul gandhi sonia gandhi priyanka gandhi vadra robert vadra jagdish tytler vc shukla sajjan kumar salman khurshid mani shankar aiyer shashi tharoor kapil sibbal rashid alvi  aise type ka nahin hai	2019
14149	928	hin	tough times for hindus living in india and specially west bengal. arrested and in jail for saying jai shri ram. where are  artists,  writers, bollywood che guevaras, eternally specially previlaged cry babies, rajdeep sagarika barkha shekhar gupta nikhil wagle john saba	2019
14246	928	hin	yet another minor girl raped by  maulvi in a madarsa. high time to take control of these maulvis and madarsas.   or for that matter any religious institutions where the priests, bishops and maulvis malign the faith.    don't worry bollywood che guevaras, none telling you to react	2019
14245	928	hin	yet another minor girl raped by  maulvi in a madarsa. high time to take control of these maulvis and madarsas.   or for that matter any religious institutions where the priests, bishops and maulvis malign the faith.    don't worry bollywood che guevaras, none telling you to react	2019
14349	928	hin	india will wear orange jerseys against england. liberals, sickulars,  actors  writers bollywood che guevaras eternally specially previlaged cry babies khan market gang will see 'saffron' through their prism. orange is the new blue  kya karen? orange color hi ban karwa dein?	2019
14348	928	hin	india will wear orange jerseys against england. liberals, sickulars,  actors  writers bollywood che guevaras eternally specially previlaged cry babies khan market gang will see 'saffron' through their prism. orange is the new blue  kya karen? orange color hi ban karwa dein?	2019
14347	928	hin	india will wear orange jerseys against england. liberals, sickulars,  actors  writers bollywood che guevaras eternally specially previlaged cry babies khan market gang will see 'saffron' through their prism. orange is the new blue  kya karen? orange color hi ban karwa dein?	2019
14346	928	hin	india will wear orange jerseys against england. liberals, sickulars,  actors  writers bollywood che guevaras eternally specially previlaged cry babies khan market gang will see 'saffron' through their prism. orange is the new blue  kya karen? orange color hi ban karwa dein?	2019
14358	928	hin	rajdeep sagarika barkha shekhar gupta nikhil wagle ndtv saba naqvi shashi tharoor kapil sibbal rashid alvi kharge abhishek manu singhvi mani shankar aiyer salman khurshid raj babbar sanjay nirupam sanjay jha. all these those who wanted to make him the pm would know him inside out	2019
14415	928	hin	where are you naseerudin shah hamid ansari shahid siddiqui kamal hassan rajdeep sagarika barkha shekhar nikhil owaisi john dayal nidhi razdan saba naqvi rana shehla nimn awards wapsi nidhi  artists  writers bollywood che guevaras eternally specially previlaged cry babies?	2019
14414	928	hin	where are you naseerudin shah hamid ansari shahid siddiqui kamal hassan rajdeep sagarika barkha shekhar nikhil owaisi john dayal nidhi razdan saba naqvi rana shehla nimn awards wapsi nidhi  artists  writers bollywood che guevaras eternally specially previlaged cry babies?	2019
14502	928	hin	dear  in india only  players represent the country out of  crores. and, if not wrong, one team was wasim jaffer, zaheer, irfan, yusuf, munaaf, &amp; mohammed kaif as the th man.  muslims in all. no compulsion, no quota.  now shut up or i'll call 'salman rushdie'	2019
14496	928	hin	dear  in india only  players represent the country out of  crores. and, if not wrong, one team was wasim jaffer, zaheer, irfan, yusuf, munaaf, &amp; mohammed kaif as the th man.  muslims in all. no compulsion, no quota.  now shut up or i'll call 'salman rushdie'	2019
14495	928	hin	dear  in india only  players represent the country out of  crores. and, if not wrong, one team was wasim jaffer, zaheer, irfan, yusuf, munaaf, &amp; mohammed kaif as the th man.  muslims in all. no compulsion, no quota.  now shut up or i'll call 'salman rushdie'	2019
14506	928	hin	well, why would the eternally specially previlaged cry babies and bollywood che guevaras speak??   where is rajdeep sagarika barkha shekhar gupta nikhil wagle john dayal ndtv nidhi razdan rana ayub shehla shabnam hashmi awards wapsi prakash raj??	2019
14646	928	hin	true , now india is not in danger. and all the eternally specially previlaged cry babies and bollywood che guevaras,  theatre artists,  writers, awards wapsi nimn are in their holes.	2019
14703	928	hin	am amazed that so far no hauz khas gang, lutyens, tukde tukde gang, bollywood che guevaras, eternally specially previlaged cry babies, awards wapsi nimn ndtv haven't stood up for these calling them 'oppressed suppressed victimized traumatized misguided poor muslim minority youth'	2019
15251	928	hin	where are you rajdeep sagarika barkha nidhi saba  shehla shabnam hashmi rana ayub arfa khanum zainab sikandar rifat jawaid shekhar gupta nikhil  john dayal ndtv  ravish  actors  writers bollywood che guevaras products of a paedophile? your silence is a bigger rape than this	2019
15250	928	hin	where are you rajdeep sagarika barkha nidhi saba  shehla shabnam hashmi rana ayub arfa khanum zainab sikandar rifat jawaid shekhar gupta nikhil  john dayal ndtv  ravish  actors  writers bollywood che guevaras products of a paedophile? your silence is a bigger rape than this	2019
15371	928	hin	do these people know a hindu family has been lynched in murshidabad? rajdeep sagarika barkha nidhi saba  shehla rashid shabnam rana ayub arfa khanum zainab sikandar shekhar nikhil wagle john dayal ravish kumar bollywood che guevaras naseerudin owaisi tasleem rehmani mahmud pracha	2019
15367	928	hin	do these people know a hindu family has been lynched in murshidabad? rajdeep sagarika barkha nidhi saba  shehla rashid shabnam rana ayub arfa khanum zainab sikandar shekhar nikhil wagle john dayal ravish kumar bollywood che guevaras naseerudin owaisi tasleem rehmani mahmud pracha	2019
15366	928	hin	do these people know a hindu family has been lynched in murshidabad? rajdeep sagarika barkha nidhi saba  shehla rashid shabnam rana ayub arfa khanum zainab sikandar shekhar nikhil wagle john dayal ravish kumar bollywood che guevaras naseerudin owaisi tasleem rehmani mahmud pracha	2019
15360	928	hin	do these people know a hindu family has been lynched in murshidabad? rajdeep sagarika barkha nidhi saba  shehla rashid shabnam rana ayub arfa khanum zainab sikandar shekhar nikhil wagle john dayal ravish kumar bollywood che guevaras naseerudin owaisi tasleem rehmani mahmud pracha	2019
15359	928	hin	do these people know a hindu family has been lynched in murshidabad? rajdeep sagarika barkha nidhi saba  shehla rashid shabnam rana ayub arfa khanum zainab sikandar shekhar nikhil wagle john dayal ravish kumar bollywood che guevaras naseerudin owaisi tasleem rehmani mahmud pracha	2019
15358	928	hin	do these people know a hindu family has been lynched in murshidabad? rajdeep sagarika barkha nidhi saba  shehla rashid shabnam rana ayub arfa khanum zainab sikandar shekhar nikhil wagle john dayal ravish kumar bollywood che guevaras naseerudin owaisi tasleem rehmani mahmud pracha	2019
15357	928	hin	do these people know a hindu family has been lynched in murshidabad? rajdeep sagarika barkha nidhi saba  shehla rashid shabnam rana ayub arfa khanum zainab sikandar shekhar nikhil wagle john dayal ravish kumar bollywood che guevaras naseerudin owaisi tasleem rehmani mahmud pracha	2019
15356	928	hin	do these people know a hindu family has been lynched in murshidabad? rajdeep sagarika barkha nidhi saba  shehla rashid shabnam rana ayub arfa khanum zainab sikandar shekhar nikhil wagle john dayal ravish kumar bollywood che guevaras naseerudin owaisi tasleem rehmani mahmud pracha	2019
15355	928	hin	do these people know a hindu family has been lynched in murshidabad? rajdeep sagarika barkha nidhi saba  shehla rashid shabnam rana ayub arfa khanum zainab sikandar shekhar nikhil wagle john dayal ravish kumar bollywood che guevaras naseerudin owaisi tasleem rehmani mahmud pracha	2019
